Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1007,70,Female,Skirt,Clothing,56,Nevada,M,Purple,Spring,2.6,No,Standard,No,No,22,Credit Card,Fortnightly
1008,42,Male,Sneakers,Footwear,40,Alabama,M,White,Spring,3.8,Yes,Next Day Air,No,No,12,Debit Card,Quarterly
1009,53,Female,Pants,Clothing,63,Arizona,L,Gray,Winter,4.0,No,Free Shipping,No,No,41,Credit Card,Fortnightly
1010,23,Male,Pants,Clothing,47,Virginia,M,Purple,Winter,3.3,No,2-Day Shipping,No,No,18,Cash,Monthly
1011,37,Female,Sweater,Clothing,85,South Carolina,S,Beige,Summer,3.9,No,2-Day Shipping,No,No,8,PayPal,Quarterly
1012,34,Female,Scarf,Accessories,73,West Virginia,M,Orange,Spring,2.9,No,Next Day Air,Yes,Yes,5,PayPal,Monthly
1013,66,Male,Gloves,Accessories,61,South Dakota,M,Yellow,Summer,4.6,No,Store Pickup,No,No,2,PayPal,Every 3 Months
1014,35,Female,Shirt,Clothing,20,Alabama,M,Magenta,Winter,2.8,No,Store Pickup,Yes,Yes,20,PayPal,Fortnightly
1015,55,Male,Blouse,Clothing,49,South Dakota,S,Pink,Winter,3.9,No,Next Day Air,No,No,10,Cash,Quarterly
1016,34,Male,T-shirt,Clothing,54,Minnesota,S,Purple,Winter,4.2,Yes,2-Day Shipping,No,No,23,Credit Card,Quarterly
1017,37,Female,Gloves,Accessories,76,Ohio,M,Peach,Winter,3.4,No,Express,No,No,26,Credit Card,Quarterly
1018,40,Female,Pants,Clothing,61,Massachusetts,M,Purple,Fall,4.5,No,Store Pickup,No,No,11,PayPal,Quarterly
1019,63,Male,Shoes,Footwear,65,Oregon,L,Violet,Fall,2.6,No,Next Day Air,No,No,4,Venmo,Quarterly
1020,18,Male,Jewelry,Accessories,73,Texas,M,Beige,Winter,3.7,No,Next Day Air,No,No,32,Bank Transfer,Fortnightly
1021,24,Female,Shirt,Clothing,90,Wisconsin,M,Violet,Fall,2.7,Yes,Free Shipping,No,No,11,Venmo,Monthly
1022,18,Female,Gloves,Accessories,80,Nevada,L,Violet,Summer,3.3,No,Standard,Yes,Yes,24,Credit Card,Bi-Weekly
1023,28,Female,T-shirt,Clothing,67,Indiana,M,Violet,Fall,3.4,No,Standard,No,No,8,Venmo,Annually
1024,32,Male,Dress,Clothing,54,New Mexico,S,Indigo,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Annually
1025,20,Female,Shirt,Clothing,65,Missouri,L,Orange,Fall,4.5,No,2-Day Shipping,No,No,17,Credit Card,Monthly
1026,33,Male,Sunglasses,Accessories,56,Hawaii,M,Green,Summer,3.0,No,Express,No,No,14,Venmo,Annually
1027,18,Female,Handbag,Accessories,70,Oregon,XL,Turquoise,Summer,,No,Next Day Air,No,No,17,Credit Card,Bi-Weekly
1028,29,Male,Coat,Outerwear,59,Arkansas,M,Lavender,Spring,3.3,No,Next Day Air,No,No,7,Bank Transfer,Quarterly
1029,62,Female,Skirt,Clothing,72,Massachusetts,L,Gray,Winter,3.8,No,Store Pickup,No,No,8,Bank Transfer,Annually
1030,50,Male,Pants,Clothing,59,Ohio,L,Purple,Fall,4.0,No,Standard,Yes,Yes,32,Debit Card,Monthly
1031,47,Female,Belt,Accessories,63,Washington,S,Black,Spring,4.4,No,2-Day Shipping,No,No,31,Debit Card,Fortnightly
1032,29,Female,Shorts,Clothing,39,New York,M,Indigo,Summer,,No,Free Shipping,Yes,Yes,12,Credit Card,Quarterly
1033,21,Male,Sweater,Clothing,54,Wisconsin,L,Cyan,Summer,4.7,No,2-Day Shipping,No,No,3,Debit Card,Every 3 Months
1034,27,Female,Jacket,Outerwear,75,Tennessee,M,Indigo,Winter,3.1,No,Standard,No,No,8,Cash,Quarterly
1035,43,Male,Boots,Footwear,57,Idaho,M,Magenta,Winter,3.5,No,Express,Yes,Yes,11,Debit Card,Quarterly
1036,57,Female,Jacket,Outerwear,30,Texas,XL,Black,Winter,3.6,No,2-Day Shipping,No,No,24,PayPal,Monthly
1037,58,Male,Blouse,Clothing,38,Kentucky,L,Turquoise,Summer,2.4,No,2-Day Shipping,No,No,12,Cash,Every 3 Months
1038,53,Male,Dress,Clothing,63,New York,XL,Lavender,Spring,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
1039,33,Male,Skirt,Clothing,88,Hawaii,L,Green,Fall,4.3,Yes,Next Day Air,No,No,9,Cash,Every 3 Months
1040,44,Male,Jacket,Outerwear,64,Nebraska,L,Brown,Spring,4.0,No,Next Day Air,Yes,Yes,6,Venmo,Monthly
1041,39,Male,Dress,Clothing,56,North Dakota,L,Yellow,Fall,3.4,Yes,Free Shipping,No,No,26,PayPal,Quarterly
1042,41,Female,Dress,Clothing,75,Virginia,L,Turquoise,Summer,3.8,No,Express,No,No,42,Venmo,Fortnightly
1043,70,Female,Shorts,Clothing,58,West Virginia,L,Maroon,Summer,4.0,No,Next Day Air,No,No,30,Venmo,Quarterly
1044,18,Female,Sneakers,Footwear,72,South Dakota,M,Green,Spring,3.5,No,Free Shipping,No,No,14,Credit Card,Annually
1045,40,Male,Sandals,Footwear,55,Nevada,S,Magenta,Winter,3.9,No,Store Pickup,No,No,19,Credit Card,Quarterly
1046,62,Male,Handbag,Accessories,51,Vermont,M,Yellow,Fall,3.3,No,2-Day Shipping,No,No,4,Venmo,Annually
1047,22,Male,Hoodie,Clothing,77,Colorado,S,Cyan,Summer,3.1,Yes,Store Pickup,No,No,10,Venmo,Quarterly
1048,34,Female,Jewelry,Accessories,68,Wyoming,XL,Purple,Fall,3.6,No,Standard,No,No,7,Debit Card,Annually
1049,36,Female,Belt,Accessories,52,Hawaii,L,Violet,Winter,2.3,No,Standard,Yes,Yes,17,PayPal,Quarterly
1050,41,Male,Shorts,Clothing,40,Massachusetts,M,Red,Fall,4.1,No,Standard,No,No,10,Debit Card,Annually
1051,20,Female,Socks,Clothing,37,Virginia,M,Turquoise,Winter,3.7,Yes,Next Day Air,No,No,14,Credit Card,Quarterly
1052,53,Male,Sunglasses,Accessories,38,Oklahoma,M,White,Summer,3.6,Yes,Standard,No,No,13,Credit Card,Quarterly
1053,54,Male,Jeans,Clothing,48,Texas,M,Black,Summer,4.2,No,Next Day Air,Yes,Yes,3,Debit Card,Annually
1054,52,Male,Jacket,Outerwear,79,Ohio,L,Cyan,Winter,3.8,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Monthly
1055,31,Male,Belt,Accessories,30,New Mexico,M,Brown,Fall,4.4,No,Next Day Air,No,No,5,Credit Card,Quarterly
1056,45,Female,Sweater,Clothing,32,Florida,M,Orange,Fall,4.6,No,Next Day Air,Yes,Yes,12,Credit Card,Annually
1057,31,Female,Hat,Accessories,69,Wyoming,M,Lavender,Fall,3.9,Yes,Free Shipping,Yes,Yes,22,Credit Card,Quarterly
1058,39,Male,Sunglasses,Accessories,88,New York,M,Black,Winter,3.3,Yes,Free Shipping,Yes,Yes,10,Credit Card,Every 3 Months
1059,70,Male,Hoodie,Clothing,75,North Dakota,M,Olive,Fall,4.1,No,Standard,Yes,Yes,16,Bank Transfer,Bi-Weekly
1060,45,Female,Hat,Accessories,28,Michigan,L,Blue,Winter,3.3,No,Store Pickup,No,No,9,PayPal,Quarterly
1061,26,Female,Pants,Clothing,64,West Virginia,XL,Lavender,Spring,3.2,No,Store Pickup,Yes,Yes,3,Credit Card,Quarterly
1062,47,Female,Jeans,Clothing,73,Minnesota,L,Indigo,Fall,3.5,No,Express,Yes,Yes,12,Debit Card,Every 3 Months
1063,24,Male,Jewelry,Accessories,49,Georgia,M,Violet,Summer,4.4,No,2-Day Shipping,No,No,6,Cash,Every 3 Months
1064,26,Female,Backpack,Accessories,53,Georgia,S,Purple,Spring,4.2,No,Express,No,No,6,Bank Transfer,Annually
1065,28,Male,Shirt,Clothing,63,Ohio,XL,Peach,Summer,4.2,No,Store Pickup,No,No,5,Debit Card,Every 3 Months
1066,37,Female,Pants,Clothing,72,Pennsylvania,XL,Teal,Winter,3.8,Yes,Standard,Yes,Yes,17,PayPal,Monthly
1067,58,Male,Sunglasses,Accessories,63,Hawaii,S,Charcoal,Winter,4.1,No,Store Pickup,No,No,29,Cash,Bi-Weekly
1068,53,Female,Shirt,Clothing,70,Ohio,L,Gold,Summer,4.1,No,Standard,Yes,Yes,32,PayPal,Monthly
1069,52,Male,Sandals,Footwear,69,Wyoming,M,Red,Spring,,Yes,Next Day Air,Yes,Yes,7,Cash,Annually
1070,28,Male,Handbag,Accessories,47,Nebraska,S,Red,Summer,4.1,No,Express,Yes,Yes,6,Bank Transfer,Quarterly
1071,36,Female,Sneakers,Footwear,53,Wisconsin,XL,Beige,Summer,3.6,No,Standard,Yes,Yes,20,Cash,Fortnightly
1072,48,Female,Dress,Clothing,52,Delaware,XL,Cyan,Summer,3.5,Yes,Next Day Air,No,No,17,Debit Card,Bi-Weekly
1073,35,Male,Sandals,Footwear,53,Massachusetts,XL,Cyan,Winter,3.4,No,Store Pickup,No,No,15,Cash,Annually
1074,40,Female,Sweater,Clothing,67,Nevada,S,Beige,Summer,3.4,No,Store Pickup,No,No,21,Bank Transfer,Bi-Weekly
1075,51,Female,T-shirt,Clothing,46,Louisiana,M,Pink,Spring,3.5,No,Standard,No,No,24,Debit Card,Monthly
1076,39,Male,Dress,Clothing,81,Colorado,XL,Black,Spring,3.7,Yes,Next Day Air,Yes,Yes,11,Venmo,Annually
1077,47,Male,Pants,Clothing,42,Minnesota,L,Turquoise,Fall,4.1,No,Free Shipping,No,No,13,Venmo,Annually
1078,68,Male,Jacket,Outerwear,77,Kentucky,M,Orange,Spring,4.5,Yes,Store Pickup,No,No,9,Venmo,Quarterly
1079,41,Female,Handbag,Accessories,70,Hawaii,M,Silver,Spring,4.1,No,Store Pickup,Yes,Yes,7,Bank Transfer,Every 3 Months
1080,62,Male,Hat,Accessories,64,Maine,S,Maroon,Winter,3.8,No,Store Pickup,No,No,30,Cash,Fortnightly
1081,52,Male,Belt,Accessories,27,Massachusetts,M,Yellow,Spring,2.5,No,2-Day Shipping,Yes,Yes,16,PayPal,Bi-Weekly
1082,22,Female,Scarf,Accessories,65,Vermont,L,Gold,Fall,5.0,Yes,Express,No,No,10,Credit Card,Every 3 Months
1083,27,Female,Belt,Accessories,45,Missouri,S,Olive,Spring,3.3,No,Next Day Air,No,No,15,Credit Card,Every 3 Months
1084,31,Female,Boots,Footwear,39,Massachusetts,S,Beige,Winter,3.2,No,2-Day Shipping,No,No,17,Debit Card,Fortnightly
1085,31,Female,Hat,Accessories,61,Maryland,M,Teal,Fall,4.5,No,Next Day Air,No,No,10,PayPal,Every 3 Months
1086,43,Female,Handbag,Accessories,37,New Jersey,M,Orange,Winter,3.1,No,Next Day Air,Yes,Yes,7,Cash,Quarterly
1087,53,Female,Skirt,Clothing,62,Indiana,M,Charcoal,Fall,3.9,No,Store Pickup,Yes,Yes,3,Venmo,Annually
1088,63,Female,Jacket,Outerwear,97,Utah,S,Teal,Summer,3.3,Yes,Standard,No,No,9,Cash,Annually
1089,49,Male,Skirt,Clothing,69,Massachusetts,L,Yellow,Winter,3.5,Yes,Standard,Yes,Yes,6,Cash,Quarterly
1090,37,Male,Hoodie,Clothing,60,Michigan,M,Black,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Monthly
1091,18,Male,Shoes,Footwear,57,Arkansas,L,Turquoise,Spring,2.9,No,Express,No,No,13,PayPal,Every 3 Months
1092,45,Female,Shorts,Clothing,79,Vermont,M,Red,Fall,3.6,Yes,Free Shipping,Yes,Yes,33,PayPal,Bi-Weekly
1093,44,Male,Socks,Clothing,53,Mississippi,M,Green,Fall,4.3,No,Standard,No,No,24,Venmo,Bi-Weekly
1094,47,Male,Sweater,Clothing,51,Connecticut,M,Peach,Summer,3.7,No,2-Day Shipping,No,No,8,Debit Card,Every 3 Months
1095,70,Female,Shorts,Clothing,43,Florida,L,Silver,Summer,5.0,No,Standard,No,No,21,Venmo,Fortnightly
1096,63,Male,Coat,Outerwear,54,Maine,M,Magenta,Winter,3.7,No,Next Day Air,Yes,Yes,24,Cash,Quarterly
1097,56,Male,Shoes,Footwear,74,South Carolina,M,Pink,Spring,2.9,No,Store Pickup,Yes,Yes,14,Credit Card,Annually
1098,30,Female,Gloves,Accessories,49,California,M,Black,Winter,3.4,No,Express,No,No,17,Venmo,Monthly
1099,36,Female,Jacket,Outerwear,77,Connecticut,M,White,Fall,2.4,No,2-Day Shipping,No,No,9,Venmo,Quarterly
1100,43,Male,Sunglasses,Accessories,67,New Hampshire,M,White,Spring,4.4,No,Store Pickup,No,No,7,PayPal,Monthly
1101,32,Male,Shoes,Footwear,51,Missouri,M,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,5,Bank Transfer,Every 3 Months
1102,52,Male,T-shirt,Clothing,51,West Virginia,M,Magenta,Winter,4.2,Yes,Store Pickup,No,No,6,Debit Card,Annually
1103,49,Female,Belt,Accessories,66,Pennsylvania,M,Cyan,Fall,3.2,No,Free Shipping,No,No,5,Credit Card,Annually
1104,28,Female,Dress,Clothing,60,North Carolina,L,Indigo,Spring,3.2,No,Standard,No,No,6,Cash,Annually
1105,62,Male,Sweater,Clothing,61,Kentucky,S,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,7,Debit Card,Every 3 Months
1106,46,Female,Scarf,Accessories,64,New York,XL,Turquoise,Winter,3.4,No,Free Shipping,Yes,Yes,6,PayPal,Every 3 Months
1107,18,Male,Hoodie,Clothing,74,New Jersey,L,Purple,Spring,3.2,No,Free Shipping,Yes,Yes,2,PayPal,Every 3 Months
1108,43,Male,Hat,Accessories,62,Indiana,S,Turquoise,Fall,3.2,Yes,Standard,Yes,Yes,9,Cash,Annually
1109,48,Female,Scarf,Accessories,48,Maine,L,Silver,Winter,4.9,No,Free Shipping,No,No,6,Bank Transfer,Annually
1110,59,Male,Jeans,Clothing,66,Washington,M,Red,Spring,3.4,Yes,Standard,Yes,Yes,7,Cash,Monthly
1111,39,Male,Backpack,Accessories,50,Nebraska,XL,Charcoal,Spring,4.2,Yes,Free Shipping,No,No,25,Bank Transfer,Fortnightly
1112,56,Male,Scarf,Accessories,59,Mississippi,XL,Teal,Winter,4.1,No,Next Day Air,No,No,10,Venmo,Annually
1113,47,Female,Sneakers,Footwear,66,South Carolina,L,Silver,Winter,3.1,Yes,Express,Yes,Yes,18,Bank Transfer,Monthly
1114,24,Female,Socks,Clothing,45,Indiana,M,Brown,Fall,3.7,No,2-Day Shipping,No,No,5,PayPal,Monthly
1115,23,Female,Coat,Outerwear,62,Hawaii,XL,Blue,Spring,3.0,No,Next Day Air,No,No,15,Bank Transfer,Every 3 Months
1116,61,Male,Sandals,Footwear,55,Wyoming,L,Silver,Spring,4.5,No,Free Shipping,No,No,27,Venmo,Bi-Weekly
1117,62,Male,Gloves,Accessories,69,South Dakota,L,Indigo,Winter,3.2,No,Free Shipping,Yes,Yes,3,Bank Transfer,Annually
1118,49,Female,Socks,Clothing,44,Michigan,S,Green,Winter,3.9,No,Express,No,No,22,PayPal,Monthly
1119,66,Male,Jewelry,Accessories,50,West Virginia,XL,Indigo,Winter,3.5,Yes,Express,No,No,11,Credit Card,Every 3 Months
1120,60,Female,Boots,Footwear,54,Maine,L,Turquoise,Winter,3.1,No,Standard,No,No,22,Debit Card,Fortnightly
1121,54,Female,Jeans,Clothing,67,North Dakota,M,Indigo,Summer,4.3,No,2-Day Shipping,No,No,20,Debit Card,Quarterly
1122,30,Male,Coat,Outerwear,86,Alaska,XL,Indigo,Summer,3.3,Yes,Next Day Air,Yes,Yes,24,Debit Card,Monthly
1123,70,Female,Sneakers,Footwear,64,Ohio,L,Indigo,Summer,2.6,No,Store Pickup,No,No,23,Bank Transfer,Fortnightly
1124,52,Male,Hat,Accessories,68,Florida,XL,Black,Fall,4.0,No,Next Day Air,No,No,10,PayPal,Monthly
1125,38,Male,Handbag,Accessories,82,Illinois,S,Beige,Spring,3.3,Yes,Free Shipping,No,No,13,Credit Card,Quarterly
1126,34,Female,Sunglasses,Accessories,66,South Dakota,M,Lavender,Spring,3.8,Yes,Express,Yes,Yes,4,PayPal,Annually
1127,48,Male,Belt,Accessories,44,Hawaii,L,Beige,Winter,4.3,No,Standard,Yes,Yes,13,Debit Card,Annually
1128,19,Female,Shoes,Footwear,59,Missouri,S,Red,Summer,3.9,No,Free Shipping,Yes,Yes,27,Credit Card,Monthly
1129,54,Female,Skirt,Clothing,36,Washington,L,Lavender,Spring,4.2,No,Next Day Air,Yes,Yes,28,Debit Card,Monthly
1130,30,Female,Socks,Clothing,70,West Virginia,L,Maroon,Fall,2.9,Yes,Free Shipping,Yes,Yes,13,Cash,Every 3 Months
1131,50,Female,Jeans,Clothing,50,Minnesota,M,Green,Summer,4.4,No,Free Shipping,No,No,35,Credit Card,Monthly
1132,36,Male,Jacket,Outerwear,70,California,L,Silver,Spring,,No,Standard,Yes,Yes,20,Cash,Fortnightly
1133,40,Male,Shirt,Clothing,57,Iowa,S,Lavender,Summer,2.8,No,2-Day Shipping,No,No,6,Debit Card,Annually
1134,33,Female,Boots,Footwear,54,New Mexico,L,Beige,Summer,2.2,No,2-Day Shipping,No,No,6,Bank Transfer,Annually
1135,42,Female,Belt,Accessories,61,Kentucky,L,Maroon,Fall,3.6,No,Store Pickup,Yes,Yes,28,Credit Card,Monthly
1136,70,Male,Jeans,Clothing,62,Oklahoma,M,Charcoal,Winter,3.2,Yes,Store Pickup,No,No,3,Credit Card,Monthly
1137,65,Male,Sandals,Footwear,50,Wyoming,M,Orange,Winter,3.2,No,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly
1138,49,Male,Hat,Accessories,39,New York,M,Orange,Winter,4.0,No,Next Day Air,No,No,17,Bank Transfer,Quarterly
1139,44,Male,Dress,Clothing,64,New York,M,Magenta,Summer,4.7,No,Next Day Air,No,No,7,Bank Transfer,Quarterly
1140,57,Female,Jeans,Clothing,39,Nebraska,L,Indigo,Fall,3.2,No,Standard,Yes,Yes,43,Bank Transfer,Weekly
1141,61,Male,Jeans,Clothing,93,Georgia,M,Orange,Spring,3.8,Yes,Standard,No,No,11,Credit Card,Quarterly
1142,32,Female,T-shirt,Clothing,79,New Hampshire,M,Purple,Fall,3.4,No,Store Pickup,Yes,Yes,10,Credit Card,Every 3 Months
1143,43,Female,Hoodie,Clothing,33,Washington,M,Turquoise,Fall,3.1,No,Standard,No,No,12,Debit Card,Annually
1144,18,Female,Sunglasses,Accessories,67,Ohio,L,Yellow,Winter,3.1,No,Store Pickup,Yes,Yes,18,Venmo,Monthly
1145,61,Male,Pants,Clothing,82,Pennsylvania,L,Blue,Spring,4.7,Yes,Free Shipping,Yes,Yes,31,Venmo,Fortnightly
1146,70,Male,Sweater,Clothing,49,Utah,S,Pink,Winter,3.7,No,Standard,Yes,Yes,5,Bank Transfer,Annually
1147,45,Female,Shorts,Clothing,64,Maryland,M,Blue,Fall,3.6,No,2-Day Shipping,No,No,14,Bank Transfer,Quarterly
1148,18,Female,Blouse,Clothing,56,Kentucky,S,Lavender,Spring,3.3,No,Store Pickup,Yes,Yes,16,Credit Card,Fortnightly
1149,53,Male,Jacket,Outerwear,79,Wisconsin,S,Red,Winter,3.6,No,Store Pickup,No,No,6,Credit Card,Every 3 Months
1150,30,Female,Jeans,Clothing,51,Minnesota,M,Olive,Summer,,No,Standard,Yes,Yes,16,Debit Card,Fortnightly
1151,34,Male,Jeans,Clothing,74,Oregon,L,Teal,Summer,4.9,No,2-Day Shipping,Yes,Yes,10,Credit Card,Every 3 Months
1152,53,Female,Sunglasses,Accessories,55,New York,M,Violet,Spring,3.9,No,Standard,No,No,5,Venmo,Annually
1153,48,Male,Coat,Outerwear,69,Connecticut,S,Yellow,Spring,3.7,Yes,Standard,No,No,27,Venmo,Fortnightly
1154,37,Male,Sandals,Footwear,70,Kansas,L,Pink,Spring,3.7,No,Store Pickup,No,No,24,Venmo,Fortnightly
1155,34,Male,Shoes,Footwear,74,Kentucky,L,Pink,Summer,4.4,No,Express,No,No,14,PayPal,Every 3 Months
1156,46,Male,Jacket,Outerwear,31,Florida,M,Teal,Summer,3.6,No,Express,No,No,8,Venmo,Annually
1157,38,Male,Jewelry,Accessories,20,Rhode Island,M,Cyan,Summer,3.5,No,Standard,No,No,13,Credit Card,Annually
1158,27,Male,Jacket,Outerwear,73,Wisconsin,L,Gray,Fall,3.7,No,Standard,Yes,Yes,3,Cash,Quarterly
1159,39,Male,Dress,Clothing,53,Wisconsin,S,Green,Winter,4.2,Yes,Standard,No,No,27,Debit Card,Monthly
1160,49,Female,Sneakers,Footwear,39,Georgia,L,Red,Winter,4.4,No,Standard,No,No,5,PayPal,Quarterly
1161,41,Male,Sandals,Footwear,60,Minnesota,L,Green,Summer,3.8,Yes,Next Day Air,Yes,Yes,11,Venmo,Quarterly
1162,23,Female,Boots,Footwear,100,Idaho,L,Brown,Winter,3.8,No,Standard,No,No,16,Venmo,Bi-Weekly
1163,59,Female,Handbag,Accessories,36,Arkansas,S,Silver,Fall,4.3,No,Free Shipping,No,No,34,Cash,Weekly
1164,18,Male,Sneakers,Footwear,80,New Mexico,S,Red,Summer,2.0,Yes,Express,Yes,Yes,20,Cash,Fortnightly
1165,37,Male,Blouse,Clothing,46,Texas,L,Orange,Spring,3.8,No,Store Pickup,Yes,Yes,19,Credit Card,Bi-Weekly
1166,35,Female,Belt,Accessories,40,Arkansas,M,Violet,Summer,3.4,Yes,Standard,Yes,Yes,27,Debit Card,Fortnightly
1167,46,Female,Socks,Clothing,48,North Carolina,M,Silver,Spring,3.7,No,Free Shipping,No,No,12,Bank Transfer,Quarterly
1168,52,Male,Jewelry,Accessories,34,Alaska,M,Violet,Spring,4.0,No,Express,No,No,17,Cash,Fortnightly
1169,61,Female,Jewelry,Accessories,32,Texas,S,Gold,Winter,4.5,No,Next Day Air,No,No,13,Bank Transfer,Every 3 Months
1170,33,Male,Skirt,Clothing,52,Arkansas,L,Blue,Spring,2.9,Yes,Standard,No,No,35,Cash,Weekly
1171,53,Male,Dress,Clothing,41,Michigan,XL,Green,Fall,3.3,No,Express,No,No,21,PayPal,Monthly
1172,47,Female,Shorts,Clothing,56,Connecticut,L,Teal,Spring,3.2,No,Standard,No,No,7,Bank Transfer,Annually
1173,18,Male,Jewelry,Accessories,60,Massachusetts,M,White,Fall,3.4,No,Standard,No,No,33,Cash,Quarterly
1174,70,Female,Sunglasses,Accessories,44,Michigan,XL,Blue,Winter,2.9,No,Store Pickup,No,No,7,Debit Card,Every 3 Months
1175,22,Male,Jewelry,Accessories,73,Nebraska,L,Turquoise,Summer,5.0,Yes,Free Shipping,No,No,5,Cash,Annually
1176,50,Female,Skirt,Clothing,47,Tennessee,S,Magenta,Spring,4.2,No,Store Pickup,No,No,27,Debit Card,Monthly
1177,50,Male,Shoes,Footwear,64,Wyoming,L,Teal,Spring,3.2,Yes,Express,Yes,Yes,21,Venmo,Fortnightly
1178,48,Male,Belt,Accessories,22,Louisiana,S,Purple,Winter,3.8,No,Store Pickup,No,No,18,Bank Transfer,Fortnightly
1179,37,Male,Dress,Clothing,65,Washington,M,Black,Spring,3.4,Yes,Next Day Air,No,No,16,Bank Transfer,Quarterly
1180,56,Male,Hoodie,Clothing,94,Michigan,M,Maroon,Summer,3.8,No,Store Pickup,Yes,Yes,22,Credit Card,Monthly
1181,21,Female,Hat,Accessories,70,Colorado,M,Blue,Winter,3.3,No,Express,No,No,21,PayPal,Monthly
1182,43,Male,Shirt,Clothing,55,New Mexico,S,Green,Fall,2.8,No,2-Day Shipping,Yes,Yes,10,Venmo,Quarterly
1183,36,Male,Shirt,Clothing,39,Oregon,M,Red,Winter,3.4,No,Next Day Air,Yes,Yes,28,Credit Card,Monthly
1184,34,Male,Dress,Clothing,84,Kansas,M,Purple,Winter,4.5,No,Express,No,No,27,Cash,Quarterly
1185,50,Male,Shirt,Clothing,55,New Jersey,M,Purple,Fall,2.8,No,Next Day Air,No,No,9,Venmo,Quarterly
1186,60,Female,Hoodie,Clothing,47,Michigan,M,Pink,Winter,4.4,No,2-Day Shipping,No,No,24,Debit Card,Fortnightly
1187,39,Male,Jeans,Clothing,48,Delaware,L,Beige,Spring,4.0,No,2-Day Shipping,No,No,14,Debit Card,Every 3 Months
1188,56,Female,Sandals,Footwear,93,Maryland,XL,Orange,Spring,3.4,No,2-Day Shipping,No,No,23,Venmo,Monthly
1189,45,Male,Scarf,Accessories,55,Michigan,S,Maroon,Summer,4.2,No,Free Shipping,Yes,Yes,3,Debit Card,Every 3 Months
1190,31,Female,Blouse,Clothing,65,Louisiana,L,Olive,Winter,3.8,No,Store Pickup,Yes,Yes,27,Bank Transfer,Bi-Weekly
1191,40,Male,Sunglasses,Accessories,54,Virginia,S,Cyan,Fall,2.5,No,Next Day Air,No,No,7,Credit Card,Annually
1192,40,Male,Scarf,Accessories,62,Maryland,M,Purple,Summer,3.5,Yes,Express,Yes,Yes,10,Cash,Annually
1193,34,Female,Blouse,Clothing,57,New York,M,Peach,Spring,3.5,Yes,Next Day Air,Yes,Yes,15,Cash,Annually
1194,50,Female,Jeans,Clothing,87,Alabama,M,Lavender,Winter,4.6,Yes,Store Pickup,No,No,12,Venmo,Monthly
1195,48,Female,Dress,Clothing,59,Kansas,S,Black,Winter,3.5,No,Next Day Air,Yes,Yes,19,Bank Transfer,Fortnightly
1196,20,Male,Jewelry,Accessories,40,Vermont,L,Black,Spring,3.6,Yes,Next Day Air,No,No,8,Cash,Annually
1197,19,Male,Gloves,Accessories,63,Vermont,L,Green,Summer,3.1,No,Next Day Air,No,No,16,Bank Transfer,Fortnightly
1198,50,Female,Sweater,Clothing,56,Wisconsin,XL,Olive,Fall,3.7,No,Express,No,No,15,Debit Card,Monthly
1199,32,Male,Backpack,Accessories,69,Arizona,XL,Yellow,Spring,3.0,Yes,Store Pickup,Yes,Yes,24,Credit Card,Monthly
1200,49,Female,Jacket,Outerwear,63,Utah,M,Red,Fall,4.3,No,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months
1201,56,Female,Pants,Clothing,49,Indiana,S,Maroon,Winter,3.4,No,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months
1202,25,Female,Backpack,Accessories,71,Alabama,S,Gray,Winter,3.0,No,Next Day Air,Yes,Yes,15,Venmo,Annually
1203,23,Female,Handbag,Accessories,87,California,M,Charcoal,Winter,4.5,No,Store Pickup,No,No,8,Bank Transfer,Annually
1204,69,Female,Belt,Accessories,27,Pennsylvania,L,Brown,Winter,3.0,No,Free Shipping,Yes,Yes,5,Venmo,Every 3 Months
1205,49,Male,Jewelry,Accessories,58,New Jersey,M,Black,Summer,3.9,No,Standard,No,No,15,Debit Card,Every 3 Months
1206,38,Male,Backpack,Accessories,54,New Hampshire,M,Violet,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
1207,30,Female,Shirt,Clothing,43,Vermont,M,Beige,Summer,3.9,No,Next Day Air,No,No,11,Credit Card,Annually
1208,36,Male,Scarf,Accessories,22,California,XL,Turquoise,Winter,4.4,No,Free Shipping,Yes,Yes,15,Credit Card,Annually
1209,26,Male,Shoes,Footwear,66,California,M,Orange,Fall,3.3,No,2-Day Shipping,No,No,3,Debit Card,Annually
1210,57,Male,Socks,Clothing,56,Washington,L,Peach,Summer,3.0,Yes,Free Shipping,No,No,39,Venmo,Fortnightly
1211,32,Female,Jacket,Outerwear,59,New Mexico,M,White,Fall,2.9,No,Next Day Air,Yes,Yes,18,Credit Card,Monthly
